"UID","Name","Documentation"
"_19_0_3_6d8019d_1609148130261_947486_570", "SAF_StakeholderRequirementRefinement", "<html>Implementation of SAF Concepts  <ul><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1558520697796_594436_44679'>SHRrefiningCRN</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_6d8019d_1609067438603_923129_400'>SHRrefiningOSY</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1567606884034_616995_54129'>SHRrefiningOCY</A></LI></ul></html>"
"_2021x_2_8710274_1700810557668_637315_48235", "SAF_Standard", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1700810118595_556759_48108'>Standard</A></html>"
"_2021x_2_8710274_1700819040067_20402_51257", "SAF_StandardCategory", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1700813046483_995773_50081'>Category Of Standard</A></html>"
"_2021x_2_8710274_1701360709869_194778_91148", "SAF_StandardCategoryAssignment", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1700814367039_336586_50268'>SDTcategorizedCOF</A></html>"
"_2024x_1_26f0132_1730537023123_451623_16921", "SAF_StandardChapter", "<html>Not implementing a concept</html>"
"_2024x_1_26f0132_1730146316549_832482_16733", "SAF_StandardDependingOn", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_1_26f0132_1730145934888_287548_16610'>STDdependsOnSTD</A></html>"
"_2021x_2_8710274_1700817699465_496750_50736", "SAF_StandardSuperseding", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1700817559642_660412_50682'>SDTsupersedingSDT</A></html>"
"_2021x_2_8710274_1700812596870_49325_49849", "SAF_StandardizationOrganization", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1700810355233_788568_48161'>Standardization Organization</A></html>"
"_19_0_3_6d8019d_1614802234951_841733_423", "SAF_SystemCapability", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1617463709646_290604_336'>System Capability</A></html>"
"_19_0_4_6d8019d_1618761245041_564044_2064", "SAF_SystemCapabilityComposition", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1617463709658_247814_337'>SCYcomposedOF</A></html>"
"_19_0_4_6d8019d_1618761245046_533877_2065", "SAF_SystemCapabilityDependency", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1617463709661_722502_339'>SCYdependingON</A></html>"
"_19_0_4_6d8019d_1633793471065_964488_390", "SAF_SystemCapabilityEnabling", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1617524582560_511978_675'>SCYenablingOCY</A></html>"
"_19_0_4_6d8019d_1618761245048_815843_2066", "SAF_SystemCapabilityGeneralization", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1617463709660_425346_338'>SCYspecializedBY</A></html>"
"_2021x_2_6d8019d_1691179425619_679578_24346", "SAF_SystemCapabilitySatisfaction", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_6d8019d_1691056625013_260300_25600'>SCYsatisfyingSHR</A></html>"
"_19_0_4_6d8019d_1630159558286_241427_911", "SAF_SystemCapabilitySupport", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1617464677545_852747_1286'>SCYsupportingSUC</A></html>"
"_2024x_1_26f0132_1725610159794_815187_303", "SAF_SystemDomainKindAsset", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1727856501532_940147_149'>SDK is Asset in Security Context</A></html>"
"_19_0_1_26f0132_1548408079060_514464_44018", "SAF_SystemFunction", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524161_394471_91009'>System Function</A></html>"
"_2021x_2_6d8019d_1691057742693_17377_25753", "SAF_SystemFunctionSupport", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1624798205940_66834_232'>SFNsupportingSCY</A></html>"
"_19_0_4_6d8019d_1630685173057_20068_948", "SAF_SystemFunctionalRequirement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_164f041e_1564383963900_307503_51643'>Functional Requirement</A></html>"
"_19_0_2_26f0132_1566859056603_764774_53994", "SAF_SystemFunctionalRequirementConstraint", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_164f041e_1564384014791_156524_51726'>FRboundedByNFR</A></html>"
"_19_0_4_6d8019d_1630757173609_819998_2321", "SAF_SystemFunctionalRequirementRefinement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_164f041e_1564384276906_470959_51917'>FRrefiningSFN</A></html>"
"_19_0_4_6d8019d_1630685173062_232273_950", "SAF_SystemNonFunctionalRequirement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_164f041e_1564383985280_212499_51679'>Non-functional Requirement</A></html>"
"_19_0_2_26f0132_1567750318852_177696_53167", "SAF_SystemOfInterestConcern", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1558519985294_233543_44077'>System of Interest Concern</A></html>"
"_2021x_2_8710274_1676729827724_699643_30171", "SAF_SystemPartialFunction", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_26f0132_1624611043495_845903_880'>System Partial Function</A></html>"
"_19_0_4_26f0132_1624963294145_897849_4228", "SAF_SystemProcess", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_26f0132_1624610613457_313794_115'>System Process</A></html>"
"_2021x_2_6d8019d_1691052942497_211885_24413", "SAF_SystemProcessEnabling", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1654507324074_749318_302'>enabling</A></html>"
"_2021x_2_6d8019d_1691063354251_379935_24633", "SAF_SystemProcessRefinement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_26f0132_1624610806163_247313_817'>refining</A></html>"
"_19_0_2_6d8019d_1566473880087_254926_52599", "SAF_SystemRequirement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1558520012975_812587_44177'>System Requirement</A></html>"
"_19_0_4_6d8019d_1630686502149_531538_1032", "SAF_SystemRequirementDerivation", "<html>Implementation of SAF Concepts  <ul><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1558520123795_924466_44365'>SRderivingFromSTKR</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1565104656755_27827_55752'>SRderivingFromSR</A></LI></ul></html>"
"_19_0_4_6d8019d_1630755344891_22928_2192", "SAF_SystemRequirementRefinement", "<html>Implementation of SAF Concepts  <ul><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_26f0132_1582299953373_258701_56319'>SRrefiningLICP</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1575561280252_959861_56562'>SRrefiningSUC</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_6d8019d_1690055913036_853745_24319'>SRrefiningSCY</A></LI></ul></html>"
"_2024x_2_26f0132_1751013382405_4997_3245", "SAF_SystemState", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303523973_719860_90882'>System State</A></html>"
"_19_0_1_8710274_1552023080917_369823_43852", "SAF_SystemUseCase", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_1_26f0132_1554446894995_335285_45800'>System Use Case</A></html>"
"_19_0_4_6d8019d_1630778868755_864755_338", "SAF_SystemUseCaseEnabling", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_164f041e_1564571019748_834303_54723'>SUCenablingOSY</A></html>"
"_2024x_4c5019a_1726432132115_888920_364", "SAF_TargetMisuseCase", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1726428890020_798933_560'>Target Misuse Case</A></html>"
"_2021x_2_8710274_1676285202908_857449_35044", "SAF_Term", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1700810107962_53436_48086'>Term</A></html>"
"_2024x_4c5019a_1726432059871_801089_358", "SAF_ThreatScenario", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1726428909034_879245_561'>Threat Scenario</A></html>"
"_2024x_26f0132_1718446856501_55465_24568", "SAF_Viewpoint", "<html>Implementation of SAF Concepts  <ul><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1697454030821_682386_29382'>Viewpoint</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_26f0132_1719141336629_21600_25167'>VPbelongingToDN</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_26f0132_1719141564806_4128_25334'>VPbelongingToAT</A></LI></ul></html>"
"_2024x_4c5019a_1729855550162_991277_33", "SAF_Vulnerability", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1728710827922_136312_119'>Vulnerability</A></html>"
"_19_0_3_26f0132_1600503186077_662521_2047", "SysML ActivityDiagram", "<html>Not implementing a concept</html>"
"_19_0_2_26f0132_1567697620322_299075_57415", "SysML BlockDiagram", "<html>Not implementing a concept</html>"
"_19_0_3_26f0132_1601646128417_547818_13036", "SysML InternalBlockDiagram", "<html>Not implementing a concept</html>"
"_19_0_3_6d8019d_1609099545041_886180_408", "SysML RequirementDiagram", "<html>Not implementing a concept</html>"
"_19_0_2_26f0132_1567697372946_56228_57325", "SysML SequenceDiagram", "<html>Not implementing a concept</html>"
"_19_0_4_6d8019d_1627581789485_703492_1206", "SysML StateMaschineDiagram", "<html>Not implementing a concept</html>"
"_19_0_3_26f0132_1601645172752_571834_11090", "SysML UseCaseDiagram", "<html>Not implementing a concept</html>"
